dateCrawled,name,seller,offerType,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,
3/28/2016 18:50,BMW_323_ti_Compact_M_Paket_zu_verkaufen!,privat,Angebot,1600,andere,1998,manuell,170,3er,150000,6,benzin,bmw,nein,3/28/2016 0:00,0,59555,3/30/2016 10:45,
4/3/2016 21:54,Subaru_Impreza_2_0_L_top_Zustand,privat,Angebot,670,kombi,1999,manuell,115,impreza,150000,4,benzin,subaru,nein,4/3/2016 0:00,0,37318,4/7/2016 3:36,
3/30/2016 17:38,Fiat_Cinquecento_0.9_i.e._S,privat,Angebot,500,kleinwagen,1998,manuell,39,andere,80000,3,benzin,fiat,nein,3/30/2016 0:00,0,92690,4/7/2016 8:16,
3/29/2016 17:46,Audi_Q5_2.0_TDI__quattro_Xenon_Leder_Alcantara,privat,Angebot,24590,suv,2010,automatik,170,q5,125000,10,diesel,audi,nein,3/29/2016 0:00,0,83730,4/6/2016 3:17,
3/10/2016 21:45,Verschenke_meine_a3_8l_1.8t_Karosserie,privat,Angebot,0,,2000,,150,,150000,0,benzin,audi,,3/10/2016 0:00,0,74889,4/2/2016 20:15,
3/11/2016 13:48,Seat_Ibiza_ST_1.4_16V_Copa_!TOP_ANGEBOT!,privat,Angebot,8900,kombi,2011,manuell,86,ibiza,50000,12,benzin,seat,nein,3/11/2016 0:00,0,98587,3/12/2016 3:16,
3/10/2016 20:48,Anfaenger_Auto_mit_Tuev.05.2017,privat,Angebot,699,,2017,manuell,60,,150000,6,,citroen,,3/10/2016 0:00,0,33039,3/11/2016 21:48,
3/16/2016 17:58,Golf_IV_1.6,privat,Angebot,4200,limousine,2002,manuell,105,golf,125000,9,benzin,volkswagen,nein,3/16/2016 0:00,0,1744,3/17/2016 16:47,
3/24/2016 8:55,Mercedes_220_CDI,privat,Angebot,7500,limousine,2005,manuell,150,e_klasse,150000,8,diesel,mercedes_benz,,3/24/2016 0:00,0,52499,3/27/2016 4:44,
3/17/2016 18:51,Rover_200_RF,privat,Angebot,590,limousine,1999,manuell,103,andere,150000,9,benzin,rover,nein,3/17/2016 0:00,0,64853,4/7/2016 6:16,
4/1/2016 17:44,Toyota_Yaris_1.0,privat,Angebot,649,kleinwagen,1999,manuell,68,yaris,150000,9,benzin,toyota,nein,4/1/2016 0:00,0,67697,4/1/2016 17:44,
3/30/2016 21:54,Volkswagen_Touareg_3.0_V6_TDI_DPF,privat,Angebot,11000,suv,2008,manuell,239,touareg,150000,7,diesel,volkswagen,ja,3/30/2016 0:00,0,57462,4/5/2016 13:16,
3/21/2016 7:36,Ford_fiesta_Automatik,privat,Angebot,250,,2000,,0,,100000,0,,ford,,3/21/2016 0:00,0,6347,3/28/2016 2:47,
3/18/2016 21:36,Volkswagen_Golf,privat,Angebot,500,kleinwagen,1994,manuell,60,golf,150000,7,benzin,volkswagen,nein,3/18/2016 0:00,0,59077,3/18/2016 21:36,
3/30/2016 18:38,Audi_A4_Avant_2.0_TFSI,privat,Angebot,13499,kombi,2009,manuell,179,a4,20000,12,benzin,audi,nein,3/30/2016 0:00,0,92545,4/1/2016 13:15,
3/25/2016 10:52,Opel_Astra_mit_ahk,privat,Angebot,300,kleinwagen,1996,manuell,60,astra,150000,5,benzin,opel,,3/25/2016 0:00,0,47804,3/25/2016 10:52,
3/31/2016 23:44,Chevrolet_Lacetti_1.6_Gas_SX_TÜV_neu,privat,Angebot,1500,limousine,2005,manuell,109,andere,150000,12,lpg,chevrolet,nein,3/31/2016 0:00,0,50737,4/2/2016 19:45,
3/30/2016 18:47,tiefergelegter_VW_T5_Bus__20_Zoll_Felgen,privat,Angebot,14900,bus,2009,automatik,175,transporter,150000,11,diesel,volkswagen,nein,3/30/2016 0:00,0,4683,4/7/2016 10:16,
3/11/2016 16:36,Renault_megane_1.6_TÜV_08/2016,privat,Angebot,0,coupe,1999,manuell,0,megane,150000,4,benzin,renault,nein,3/11/2016 0:00,0,38259,3/12/2016 6:16,
3/29/2016 19:43,VW_fox_im_guten_Zustand,privat,Angebot,1150,kleinwagen,2005,manuell,0,fox,150000,10,benzin,volkswagen,nein,3/29/2016 0:00,0,26122,3/29/2016 19:43,
3/17/2016 14:54,Audi_A6_1.8_/_Alu_Felgen_/_Klimaautomatik,privat,Angebot,1490,limousine,1999,manuell,125,a6,150000,3,benzin,audi,,3/17/2016 0:00,0,32105,4/1/2016 1:46,
3/24/2016 13:49,Volkswagen_Golf_GTI_BlueMotion_Technology,privat,Angebot,24000,limousine,2014,manuell,220,golf,30000,5,benzin,volkswagen,nein,3/24/2016 0:00,0,82178,4/7/2016 5:17,
3/23/2016 16:38,Renault_Twingo_Liberty_Edition,privat,Angebot,700,kleinwagen,1998,manuell,58,twingo,150000,0,,renault,nein,3/23/2016 0:00,0,42553,4/5/2016 19:48,
3/28/2016 16:50,Zweiter_Versuch__der_Platz_wird_zu_eng,privat,Angebot,500,kleinwagen,1996,manuell,124,polo,150000,5,benzin,volkswagen,ja,3/28/2016 0:00,0,39175,3/28/2016 16:50,
3/10/2016 0:25,Volkswagen_Golf_1.6_FSI_Sportline___6_GANG___TÜV_NEU__,privat,Angebot,4690,limousine,2005,manuell,116,golf,150000,4,benzin,volkswagen,nein,3/9/2016 0:00,0,63065,4/6/2016 2:46,
3/22/2016 12:41,BMW_E36_320i_Touring_TÜV_NEU,privat,Angebot,0,kombi,1996,manuell,150,3er,150000,8,benzin,bmw,nein,3/22/2016 0:00,0,85293,4/3/2016 23:45,
3/17/2016 17:42,Nissan_Almera_N16_TÜV/_AU_bis_7/2017,privat,Angebot,2350,limousine,2002,manuell,90,almera,125000,6,benzin,nissan,nein,3/17/2016 0:00,0,14712,3/24/2016 12:44,
3/19/2016 8:54,SUV___Outlander,privat,Angebot,3200,suv,2003,manuell,160,outlander,150000,0,lpg,mitsubishi,ja,3/19/2016 0:00,0,66287,4/6/2016 7:17,
3/25/2016 8:51,Bmw_318i_E90_LPG_Gas_Vollausstatung_Top_Zustand_Tausch_Moeglich,privat,Angebot,9500,limousine,2007,automatik,129,3er,150000,6,benzin,bmw,nein,3/25/2016 0:00,0,10827,3/29/2016 20:47,
3/25/2016 13:44,BMW_316_102_ps,privat,Angebot,1500,limousine,1997,manuell,102,3er,150000,0,benzin,bmw,,3/25/2016 0:00,0,31547,4/6/2016 15:45,
3/27/2016 14:50,Mercedes_Benz_A_140,privat,Angebot,2450,limousine,2003,manuell,82,a_klasse,150000,9,benzin,mercedes_benz,nein,3/27/2016 0:00,0,46537,3/27/2016 14:50,
3/14/2016 11:48,Honda_civic_ej9,privat,Angebot,350,,2016,manuell,90,civic,150000,3,benzin,honda,,3/14/2016 0:00,0,17153,4/7/2016 14:56,
3/14/2016 21:40,Audi_A4_Avant_3.0_quattro,privat,Angebot,3499,kombi,2004,manuell,220,a4,150000,7,benzin,audi,ja,3/14/2016 0:00,0,22559,3/19/2016 11:16,
3/17/2016 13:59,Verkauf_ein_Seat_Arosa,privat,Angebot,600,kleinwagen,2000,,0,arosa,150000,0,benzin,seat,,3/17/2016 0:00,0,47533,3/30/2016 6:47,
3/17/2016 13:45,BMW_320d_DPF,privat,Angebot,12100,limousine,2008,manuell,177,3er,150000,8,diesel,bmw,nein,3/17/2016 0:00,0,58515,4/6/2016 17:46,
3/15/2016 9:56,Tausche_Audi_A3,privat,Angebot,0,limousine,2007,manuell,0,a3,125000,8,benzin,audi,,3/15/2016 0:00,0,6110,3/17/2016 4:15,
3/5/2016 18:53,Audi_A1_1.4_TFSI_Ambition,privat,Angebot,12590,kleinwagen,2011,manuell,122,a1,70000,1,benzin,audi,nein,3/5/2016 0:00,0,20535,3/9/2016 10:46,
3/21/2016 22:52,Verkaufe_super_gepflegten_Auris,privat,Angebot,9000,limousine,2010,manuell,126,,125000,8,diesel,toyota,nein,3/21/2016 0:00,0,66606,4/7/2016 5:45,
3/25/2016 16:37,BMW_E_34_520i_Volleder_TÜV_7/16,privat,Angebot,500,,2016,manuell,150,5er,150000,0,,bmw,ja,3/25/2016 0:00,0,4741,3/25/2016 16:37,
4/3/2016 23:53,Volkswagen_Passat_1.9_TDI,privat,Angebot,1250,limousine,2000,manuell,115,passat,150000,0,diesel,volkswagen,,4/3/2016 0:00,0,13509,4/4/2016 0:37,
4/5/2016 18:06,Mercedes_Benz_CLK_Coupe_230_Kompressor_Sport,privat,Angebot,2500,coupe,1997,automatik,193,clk,150000,9,benzin,mercedes_benz,nein,4/5/2016 0:00,0,35390,4/5/2016 18:06,
3/23/2016 21:56,BMW_118i,privat,Angebot,13900,limousine,2010,manuell,143,1er,80000,6,benzin,bmw,nein,3/23/2016 0:00,0,67480,4/6/2016 4:17,
3/19/2016 11:49,Fiat_Grande_Punto_1.2_8V_1_Hand_TÜV_03.2018,privat,Angebot,4999,kleinwagen,2008,manuell,65,andere,80000,2,benzin,fiat,nein,3/19/2016 0:00,0,36251,4/6/2016 14:46,
3/20/2016 19:53,Porsche_Boxster_987_seltenes_Sport_Chrono___Sportpaket,privat,Angebot,19999,cabrio,2004,manuell,239,boxster,150000,9,benzin,porsche,nein,3/20/2016 0:00,0,41462,4/7/2016 4:17,
3/30/2016 20:37,Fiat_Punto_1.2,privat,Angebot,1000,kleinwagen,2001,manuell,60,punto,150000,5,benzin,fiat,nein,3/30/2016 0:00,0,85447,4/7/2016 12:45,
4/1/2016 22:53,Volkswagen_Golf_1.6,privat,Angebot,1990,limousine,1999,manuell,101,golf,150000,3,benzin,volkswagen,nein,4/1/2016 0:00,0,84034,4/6/2016 0:46,
4/1/2016 15:38,Geliebten_VW_Polo_6n_zu_verkaufen,privat,Angebot,1290,kleinwagen,2001,manuell,54,polo,150000,6,benzin,volkswagen,nein,4/1/2016 0:00,0,50678,4/7/2016 12:46,
4/4/2016 20:59,VW_Polo_6N2,privat,Angebot,1500,kleinwagen,2000,automatik,75,polo,150000,12,benzin,volkswagen,nein,4/4/2016 0:00,0,21706,4/6/2016 23:44,
3/12/2016 18:44,Volkswagen_Golf_2.0_Automatik,privat,Angebot,550,limousine,1994,automatik,116,golf,150000,10,benzin,volkswagen,nein,3/12/2016 0:00,0,6258,4/7/2016 11:16,
3/10/2016 22:54,Mercedes_Benz_Vito_112_CDI,privat,Angebot,3999,kombi,1999,manuell,122,vito,150000,3,diesel,mercedes_benz,nein,3/10/2016 0:00,0,24576,4/3/2016 20:18,
3/25/2016 17:50,Peugeot_207_CC_120_VTi_Automatik_Sport,privat,Angebot,6300,cabrio,2007,automatik,120,2_reihe,100000,4,benzin,peugeot,nein,3/25/2016 0:00,0,47169,3/28/2016 17:44,
3/26/2016 22:48,Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_BMT_R_Line_mit_WR,privat,Angebot,29900,suv,2014,manuell,177,tiguan,40000,5,diesel,volkswagen,nein,3/26/2016 0:00,0,38110,4/6/2016 15:45,
3/30/2016 18:43,Opel_Corsa_1.4_16V_Edition,privat,Angebot,6750,kleinwagen,2009,manuell,90,corsa,80000,5,benzin,opel,nein,3/30/2016 0:00,0,63071,4/7/2016 9:45,
3/13/2016 20:38,VW_POLO_1_6_Euro_4,privat,Angebot,2600,limousine,2003,manuell,0,polo,150000,0,,volkswagen,nein,3/13/2016 0:00,0,58097,3/20/2016 15:16,
3/11/2016 10:57,Chrysler_PT_Cruiser_2.2_CRD,privat,Angebot,2500,kombi,2003,manuell,121,ptcruiser,150000,11,diesel,chrysler,nein,3/11/2016 0:00,0,33818,3/11/2016 11:46,
3/10/2016 23:52,Volkswagen_Golf_2.0_GTI_Edition_35,privat,Angebot,21000,limousine,2012,manuell,235,golf,40000,1,benzin,volkswagen,nein,3/10/2016 0:00,0,96367,3/11/2016 7:42,
3/23/2016 16:49,Volkswagen_Eos_2.0_TDI_DPF_Individual_Chrom,privat,Angebot,13299,cabrio,2007,manuell,140,eos,60000,11,diesel,volkswagen,nein,3/23/2016 0:00,0,50825,4/5/2016 20:46,
4/1/2016 9:47,Chevrolet_Captiva_2.0_2WD_5_Sitzer_Irmscher,privat,Angebot,9999,suv,2010,manuell,150,captiva,80000,12,diesel,chevrolet,nein,4/1/2016 0:00,0,22149,4/7/2016 6:17,
3/25/2016 19:25,Ford_Taunus_1_3_GL,privat,Angebot,3990,limousine,1978,manuell,55,andere,150000,0,benzin,ford,nein,3/25/2016 0:00,0,35578,3/30/2016 23:46,
3/5/2016 16:43,Golf_5__1_4_benzin__bj_2007,privat,Angebot,2750,limousine,2007,manuell,75,golf,150000,4,benzin,volkswagen,ja,3/5/2016 0:00,0,83483,3/8/2016 7:45,
3/26/2016 22:52,Fiat_grande_punto_1.4_16v_sport,privat,Angebot,2900,coupe,2006,manuell,95,punto,150000,4,benzin,fiat,ja,3/26/2016 0:00,0,71706,4/5/2016 0:16,
3/25/2016 14:51,Nur_heute_4250_golf_1.9_TDI,privat,Angebot,4250,,2016,manuell,0,,150000,0,diesel,volkswagen,ja,3/25/2016 0:00,0,48480,3/27/2016 1:16,
3/9/2016 15:58,Audi_A3_1.9_TDI,privat,Angebot,5999,limousine,2006,manuell,105,a3,150000,3,diesel,audi,nein,3/9/2016 0:00,0,1809,3/17/2016 17:47,
4/4/2016 20:54,T4__2_5_TDI_mit_111KW,privat,Angebot,9900,bus,2002,manuell,151,transporter,150000,7,diesel,volkswagen,,4/4/2016 0:00,0,35756,4/5/2016 12:23,
3/22/2016 17:06,320d_MPaket_Xenon_Alcantara_6_GANG_150_PS,privat,Angebot,2388,limousine,2002,manuell,150,3er,150000,4,diesel,bmw,nein,3/22/2016 0:00,0,56457,3/22/2016 17:06,
4/4/2016 19:43,Renault_espace_2.0_Klima,privat,Angebot,300,limousine,1997,manuell,115,espace,150000,11,benzin,renault,nein,4/4/2016 0:00,0,66424,4/4/2016 19:43,
3/20/2016 16:44,BMW_530d,privat,Angebot,11999,limousine,2007,manuell,235,5er,150000,12,diesel,bmw,nein,3/20/2016 0:00,0,78132,3/28/2016 16:46,
4/4/2016 15:40,Mercedes_Benz_C_180_Elegance,privat,Angebot,2200,limousine,1997,automatik,122,c_klasse,150000,2,benzin,mercedes_benz,nein,4/4/2016 0:00,0,10969,4/6/2016 16:47,
4/1/2016 12:45,SEAT_ALTEA_2.0_TDI__AUTOMATIK,privat,Angebot,3900,kleinwagen,2004,automatik,0,altea,150000,11,diesel,seat,nein,4/1/2016 0:00,0,24539,4/7/2016 8:46,
4/2/2016 19:55,Renault_Laguna_1_6_L_EZ_7_01_Tuev_neu_Topzustand,privat,Angebot,1550,kleinwagen,2001,manuell,107,laguna,150000,7,benzin,renault,nein,4/2/2016 0:00,0,52382,4/6/2016 20:17,
3/9/2016 20:25,BMW_425d_Coupe_Sport_Aut.__M_PAKET__u._20_Zoll_BMW,privat,Angebot,39990,coupe,2014,automatik,218,andere,40000,10,diesel,bmw,nein,3/9/2016 0:00,0,65618,3/18/2016 1:45,
4/2/2016 12:45,VW_Beetle_Cabriolet__blau,privat,Angebot,4300,cabrio,2004,manuell,100,,150000,4,diesel,volkswagen,,4/2/2016 0:00,0,49828,4/6/2016 10:44,
3/8/2016 15:53,Peugeot_Klima*Servo*Tuev*,privat,Angebot,1590,kleinwagen,2002,manuell,75,2_reihe,125000,5,benzin,peugeot,nein,3/8/2016 0:00,0,40724,3/8/2016 16:43,
3/27/2016 18:56,VW_Passat_1.9_TDI/_101_PS_!Euro_4__/_TÜV_bis_10/2017,privat,Angebot,4600,kombi,2004,manuell,101,passat,150000,12,diesel,volkswagen,nein,3/27/2016 0:00,0,32429,4/1/2016 19:45,
3/30/2016 12:38,Gut_erhaltener_VW_Golf_3er,privat,Angebot,350,,1995,manuell,44,golf,150000,11,benzin,volkswagen,,3/30/2016 0:00,0,37079,4/1/2016 6:16,
3/28/2016 10:57,Volkswagen_Caddy_2.0_TDI_Maxi_Life__7_Si._,privat,Angebot,9500,kombi,2008,manuell,140,caddy,150000,3,diesel,volkswagen,nein,3/28/2016 0:00,0,27711,4/6/2016 12:45,
3/7/2016 20:58,BMW_X5_xDrive48i,privat,Angebot,24800,limousine,2009,automatik,355,x_reihe,125000,8,lpg,bmw,nein,3/7/2016 0:00,0,49661,3/20/2016 2:45,
3/9/2016 17:53,Renalut_Twingo_mit_Servo_Tuev_Februar_2018,privat,Angebot,1250,kleinwagen,1999,manuell,58,twingo,150000,2,benzin,renault,nein,3/9/2016 0:00,0,45665,3/17/2016 21:17,
3/15/2016 16:53,Opel_Corsa_mit_TueV_2_jahre,privat,Angebot,750,,1995,,0,,150000,11,,opel,,3/15/2016 0:00,0,44623,3/19/2016 11:16,
3/16/2016 9:48,X5_optisch_perfekte_auto_gruenen_plaket_4,privat,Angebot,8900,andere,2003,automatik,183,x_reihe,150000,7,diesel,bmw,nein,3/16/2016 0:00,0,41542,3/16/2016 9:48,
3/31/2016 11:58,Seat_Leon_2.0_TDI_DPF_Stylance__Navi__SHZ__unfallfrei,privat,Angebot,8500,limousine,2006,manuell,140,leon,125000,10,diesel,seat,nein,3/31/2016 0:00,0,86633,4/6/2016 5:16,
3/21/2016 18:56,Opel_Astra_GTC_1.6__OPC_1_LINE,privat,Angebot,7950,coupe,2009,manuell,116,astra,60000,10,,opel,,3/21/2016 0:00,0,52477,4/6/2016 21:16,
3/17/2016 12:49,VW_Golf_3_mit_1_8L__75PS__und_Klima_voll_Funtionsfaehig,privat,Angebot,900,limousine,1995,manuell,75,golf,150000,7,benzin,volkswagen,nein,3/17/2016 0:00,0,70567,3/17/2016 12:49,
3/5/2016 23:57,Fiat_punto_ohne_tuev_motor_getriebe_ok,privat,Angebot,200,kleinwagen,1997,manuell,60,punto,150000,1,benzin,fiat,nein,3/5/2016 0:00,0,32545,3/6/2016 1:37,
3/12/2016 15:56,Ford_Fiesta_1.25_Trend,privat,Angebot,9250,kleinwagen,2013,manuell,82,fiesta,30000,5,benzin,ford,nein,3/12/2016 0:00,0,51375,4/7/2016 4:44,
4/2/2016 19:43,Volvo_V_40_2.0_T,privat,Angebot,650,kombi,1998,manuell,161,v40,150000,0,benzin,volvo,,4/2/2016 0:00,0,42105,4/6/2016 19:45,
3/24/2016 13:54,Opel_Zafira_B,privat,Angebot,4700,bus,2005,manuell,0,zafira,150000,10,benzin,opel,nein,3/24/2016 0:00,0,66287,4/7/2016 5:46,
3/5/2016 17:57,Trabant_P601_Cabrio_/_sehr_guter_Zustand,privat,Angebot,3499,cabrio,1986,manuell,26,601,5000,12,benzin,trabant,nein,3/5/2016 0:00,0,9244,3/12/2016 16:17,
3/7/2016 13:54,Opel_Astra_G,privat,Angebot,1000,kombi,1999,manuell,82,astra,150000,11,diesel,opel,nein,3/7/2016 0:00,0,41812,4/6/2016 12:44,
3/31/2016 18:55,Renault_Scenic_1.6_16V_110_TomTom_Edition,privat,Angebot,9300,bus,2011,manuell,110,scenic,40000,11,benzin,renault,nein,3/31/2016 0:00,0,74722,4/6/2016 13:15,
4/1/2016 8:36,Peugeot_206+,privat,Angebot,3899,kleinwagen,2011,manuell,60,,60000,7,benzin,peugeot,ja,4/1/2016 0:00,0,65396,4/4/2016 17:45,
4/3/2016 21:54,Golf_3_karosse,privat,Angebot,0,,1995,,0,golf,150000,0,,volkswagen,,4/3/2016 0:00,0,28865,4/3/2016 21:54,
3/31/2016 16:50,Volkswagen_Corrado_2.0,privat,Angebot,2500,coupe,1994,manuell,116,andere,150000,7,benzin,volkswagen,nein,3/31/2016 0:00,0,35792,4/6/2016 9:46,
3/14/2016 11:57,Mercedes_220_c_Kombi,privat,Angebot,800,kombi,1999,manuell,0,c_klasse,150000,6,diesel,mercedes_benz,ja,3/14/2016 0:00,0,41836,3/14/2016 12:41,
3/14/2016 23:52,Kaufen_alle_marke_fur_export!,privat,Angebot,2222,limousine,2000,manuell,100,passat,125000,1,diesel,volkswagen,,3/14/2016 0:00,0,45134,4/5/2016 13:16,
3/24/2016 15:52,Smart_smart_fortwo_coupe_pulse,privat,Angebot,5500,kleinwagen,2009,manuell,71,fortwo,40000,5,benzin,smart,nein,3/24/2016 0:00,0,41179,4/7/2016 7:46,
4/4/2016 10:32,Fiat_Punto_5tuerig_KLIMA,privat,Angebot,990,kleinwagen,2001,manuell,60,punto,150000,2,benzin,fiat,nein,4/4/2016 0:00,0,60433,4/5/2016 12:10,
3/15/2016 13:46,Skoda_Fabia_1.4_TSI_DSG_RS_NAVI_TÜV_NEU_8_Fach_Freispr,privat,Angebot,10700,kleinwagen,2011,automatik,179,fabia,90000,6,benzin,skoda,nein,3/15/2016 0:00,0,84130,4/6/2016 2:44,
3/19/2016 11:50,Ford_Fiesta_Style_gepflegt_zuverlaessig_u.hat_noch_Tuev,privat,Angebot,850,kleinwagen,1999,manuell,60,fiesta,125000,9,benzin,ford,nein,3/19/2016 0:00,0,24223,4/6/2016 14:46,
3/11/2016 7:54,Mercedes_Benz_C_200_CDI_DPF_Automatik_Avantgarde_Optik___Top,privat,Angebot,12950,limousine,2008,automatik,136,c_klasse,125000,6,diesel,mercedes_benz,nein,3/11/2016 0:00,0,22523,4/6/2016 9:16,
3/5/2016 14:09,Opel_Corsa_CDTI___Diesel___Scheckheft___Klimaautomatik,privat,Angebot,2800,kleinwagen,2005,manuell,69,corsa,125000,10,diesel,opel,nein,3/3/2016 0:00,0,65934,3/7/2016 11:17,
3/23/2016 7:55,Alter_BMW,privat,Angebot,0,kombi,1996,manuell,115,3er,150000,9,,bmw,,3/23/2016 0:00,0,94518,3/26/2016 1:16,
4/4/2016 19:57,Opel_Corsa_16V_Edition_2000,privat,Angebot,1290,kleinwagen,2000,manuell,90,corsa,150000,2,benzin,opel,nein,4/4/2016 0:00,0,94330,4/6/2016 22:17,
3/19/2016 16:45,Golf_2_turbo_diesel,privat,Angebot,400,,1995,,0,golf,150000,0,diesel,volkswagen,,3/19/2016 0:00,0,76756,3/24/2016 11:46,
4/5/2016 10:54,Golf_Highline_Diesel_PD_4motion,privat,Angebot,1900,limousine,2003,,0,golf,150000,9,diesel,volkswagen,,4/5/2016 0:00,0,40210,4/5/2016 10:54,
3/8/2016 3:56,Opel_Adam_Vhb,privat,Angebot,9500,kleinwagen,2013,manuell,68,andere,30000,9,benzin,opel,nein,3/8/2016 0:00,0,24837,4/5/2016 23:18,
3/28/2016 21:50,Volkswagen_Polo_1.6_TDI_Trendline_5_Tuerig___Schwarz,privat,Angebot,7300,kleinwagen,2009,manuell,75,polo,100000,11,diesel,volkswagen,nein,3/28/2016 0:00,0,82296,4/7/2016 4:45,
3/23/2016 18:57,Suzuki_Swift_1.3_Comfort_Klima_schwarz_A11S_MT,privat,Angebot,5250,limousine,2009,manuell,92,swift,100000,6,benzin,suzuki,nein,3/23/2016 0:00,0,45219,4/1/2016 22:19,
3/21/2016 1:57,Opel_Corsa_B_Servolenkung_TÜV_bis_01/2018,privat,Angebot,799,kleinwagen,1997,manuell,58,corsa,150000,8,benzin,opel,nein,3/21/2016 0:00,0,63322,4/3/2016 23:46,
3/19/2016 7:55,Peugeot_307_zuverkaufen,privat,Angebot,1800,kombi,2004,manuell,0,3_reihe,150000,11,diesel,peugeot,,3/19/2016 0:00,0,41564,3/19/2016 7:55,
4/2/2016 1:58,Opel_corsa_tuev,privat,Angebot,200,kleinwagen,1997,manuell,45,corsa,125000,6,benzin,opel,ja,4/2/2016 0:00,0,28259,4/6/2016 6:15,
3/7/2016 12:53,Volkswagen_Caddy_1.9_TDI_Maxi,privat,Angebot,7900,bus,2008,manuell,105,caddy,150000,4,diesel,volkswagen,nein,3/7/2016 0:00,0,56727,3/22/2016 13:50,
3/8/2016 22:58,Ford_Fiesta,privat,Angebot,2400,,2017,manuell,0,fiesta,90000,5,,ford,nein,3/8/2016 0:00,0,67373,4/6/2016 1:45,
3/14/2016 12:54,Volvo_V40_FÜR_BASTLER_/_SCHRAUBER,privat,Angebot,300,kombi,2000,manuell,122,v40,5000,12,benzin,volvo,ja,3/14/2016 0:00,0,30926,3/21/2016 2:45,
3/29/2016 18:45,Smart_fortwo_coupé_softouch_passion_mhd_/_mit_Garantie,privat,Angebot,6350,kleinwagen,2012,automatik,71,fortwo,40000,2,benzin,smart,nein,3/29/2016 0:00,0,72072,4/6/2016 4:17,
3/29/2016 19:38,Opel_Corsa_TÜV_bis_2018,privat,Angebot,800,kleinwagen,1995,manuell,0,corsa,150000,11,benzin,opel,,3/29/2016 0:00,0,41515,4/6/2016 5:17,
4/1/2016 20:53,Ford_Fiesta_Trendline_in_Weiss,privat,Angebot,4950,kleinwagen,2009,manuell,82,fiesta,100000,6,benzin,ford,nein,4/1/2016 0:00,0,83569,4/3/2016 18:16,
4/2/2016 22:53,Chevrolet_Caprice,privat,Angebot,14999,coupe,1968,automatik,280,andere,150000,1,benzin,chevrolet,nein,4/2/2016 0:00,0,91166,4/2/2016 23:46,
3/28/2016 18:49,Opel_Corsa_B__Tuev_6/2017__Ahk___fahrbereit,privat,Angebot,430,,2017,manuell,45,corsa,150000,7,benzin,opel,,3/28/2016 0:00,0,6729,4/7/2016 1:15,
3/22/2016 0:58,Renault_twingo_top_Zustand,privat,Angebot,1300,,2018,,0,twingo,150000,0,,renault,,3/21/2016 0:00,0,72762,4/5/2016 18:15,
3/22/2016 19:45,Mercedes_Benz_C_220_T_CDI_DPF_Avantgarde_Comand_PDC,privat,Angebot,12290,kombi,2009,automatik,170,c_klasse,150000,1,diesel,mercedes_benz,nein,3/22/2016 0:00,0,22769,4/6/2016 12:17,
3/24/2016 22:55,BMW_330xd_DPF_Touring,privat,Angebot,8299,kombi,2006,manuell,231,3er,150000,1,diesel,bmw,nein,3/24/2016 0:00,0,1609,4/6/2016 3:45,
3/26/2016 21:50,Seat_Arosa_1.0_81000KM_Scheckheft_lueckenlos,privat,Angebot,2299,kleinwagen,2001,manuell,50,arosa,90000,5,benzin,seat,nein,3/26/2016 0:00,0,8412,4/6/2016 13:46,
3/30/2016 23:47,Vw_passat_35i_Kombi_2.0,privat,Angebot,0,,2016,manuell,115,passat,150000,4,,volkswagen,ja,3/30/2016 0:00,0,44359,4/1/2016 20:44,
3/16/2016 21:56,Mercedes_Sprinter_209_90PS___Mittellang_/_Hochdach,privat,Angebot,5300,andere,2006,manuell,90,sprinter,150000,8,diesel,mercedes_benz,nein,3/16/2016 0:00,0,30161,3/28/2016 20:48,
3/16/2016 21:43,Peugeot_206_CC_110_Cabrio._Standheizung._TÜV_09.17,privat,Angebot,2199,cabrio,2002,manuell,109,2_reihe,150000,8,benzin,peugeot,nein,3/16/2016 0:00,0,78559,4/7/2016 8:46,
3/6/2016 0:59,Peugeot_206,privat,Angebot,1399,,2017,manuell,0,,150000,0,,peugeot,,3/5/2016 0:00,0,72458,3/14/2016 17:49,
3/21/2016 11:51,BMW_BMW_320d_xDrive_Coupe_Leder_Navi_Xenon_M_Sport_P,privat,Angebot,19499,coupe,2009,manuell,177,3er,100000,7,diesel,bmw,nein,3/21/2016 0:00,0,46483,3/26/2016 17:47,
3/12/2016 18:54,vw_golf__3_er,privat,Angebot,0,,2016,manuell,65,golf,150000,5,benzin,volkswagen,,3/12/2016 0:00,0,71067,4/7/2016 12:46,
3/27/2016 20:45,Mercedes_Benz_Andere,privat,Angebot,7900,coupe,1978,automatik,170,andere,150000,10,benzin,mercedes_benz,nein,3/27/2016 0:00,0,68647,3/29/2016 10:44,
4/4/2016 15:57,Volkswagen_Passat_Variant_Typ_3B5,privat,Angebot,799,kombi,1998,manuell,101,passat,150000,7,benzin,volkswagen,nein,4/4/2016 0:00,0,29439,4/6/2016 17:45,
